,,,,,,,
0,0.968421052631579,Quando ha avuto luogo la battaglia di Gettysburg?,"""Quando ha avuto luogo Battaglia di Gettysburg?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date 
WHERE { 
       res:Battle_of_Gettysburg dbo:date ?date .
}","select  ?o    
{
    <http://dbpedia.org/resource/Battle_of_Gettysburg> <http://dbpedia.org/property/date>  ?o .    
}","[[(""1863-07-03""^^xsd:date )]]","[(""1863-07-03""^^xsd:date )]"
1,0.837209302325581,Elenca tutti i musicals con musiche di Elton John.,"""Elenca tutti i musiche di Elton John""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Musical .
        ?uri dbo:musicBy res:Elton_John .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/musicBy>  <http://dbpedia.org/resource/Elton_John> .    
}","[[(http://dbpedia.org/resource/Aida_(musical) ), (http://dbpedia.org/resource/The_Lion_King_(musical) ), (http://dbpedia.org/resource/Billy_Elliot_the_Musical ), (http://dbpedia.org/resource/Lestat_(musical) )]]","[(http://dbpedia.org/resource/Aida_(musical) ), (http://dbpedia.org/resource/The_Lion_King_(musical) ), (http://dbpedia.org/resource/Billy_Elliot_the_Musical ), (http://dbpedia.org/resource/Lestat_(musical) )]"
2,0,Quanto è alto il faro di Colombo?,,SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ,,"[[(""29.0""^^xsd:double )]]",[]
3,0.740740740740741,Chi era la moglie del presidente degli Stati Uniti Lincoln?,"""Chi era vice presidente di Stati Uniti d'America?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Abraham_Lincoln dbo:spouse ?uri.
}","select  ?o    
{
    <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/vicePresident>  ?o .    
}",[[(http://dbpedia.org/resource/Mary_Todd_Lincoln )]],[]
4,0,Chi è il presentatore degli speciali della BBC Wildlife?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . },,[[(http://dbpedia.org/resource/David_Attenborough )]],[]
5,0.847457627118644,Quanto è costato Pulp Fiction?,"""Qual è costo di Pulp Fiction?""",SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget>  ?o .    
}","[[(""8500000.0""^^http://dbpedia.org/datatype/usDollar )]]","[(""8500000.0""^^http://dbpedia.org/datatype/usDollar )]"
6,0,In quale città si trova il birrificio della Heiniken?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . },,[[(http://dbpedia.org/resource/Amsterdam )]],[]
7,0.897435897435897,Quando è iniziata l'operatione Overlord?,"""Quando � iniziato Operazione Overlord?""",SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date>  ?o .    
}","[[(""1944-08-25""^^xsd:date )]]","[(""1944-08-25""^^xsd:date )]"
8,0.783783783783784,In quale città termina la Route 68 in Cile?,"""in Quale citt� termina Ruta 68?""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}",[[(http://dbpedia.org/resource/Valpara%C3%ADso )]],[(http://dbpedia.org/resource/Valpara%C3%ADso )]
9,1,Chi ha sviluppato Slack?,"""Chi ha sviluppato Slack?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . },"select  ?o    
{
    <http://dbpedia.org/resource/Slack_(software)> <http://dbpedia.org/ontology/developer>  ?o .    
}",[[(http://dbpedia.org/resource/Slack_Technologies)]],[]
