"QALD id","match status","QALD question","QueGG question","QALD SPARQL query","QueGG SPARQL query","TP","FP","FN","Precision","Recall","F-Measure"
"0","0.9318181818181818","¿Cuándo tuvo lugar la batalla de Gettysburg?","""¿Cuándo se tuvo lugar Batalla de Gettysburg?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date 
WHERE { 
       res:Battle_of_Gettysburg dbo:date ?date .
}","select  ?o    
{
    <http://dbpedia.org/resource/Battle_of_Gettysburg> <http://dbpedia.org/property/date>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0.8095238095238095","Dame todos los musicales con música de Elton John.","""Dame todos musicales de Elton John""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Musical .
        ?uri dbo:musicBy res:Elton_John .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/musicBy>  <http://dbpedia.org/resource/Elton_John> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"2","0.9142857142857143","¿Cómo de alta el faro de Colombo?","""¿Cómo de m�s alta es Faro de Colombo?""","SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ","select  ?o    
{
    <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"3","0.0","¿Quién fué la mujer del presidente americano Lincoln?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Abraham_Lincoln dbo:spouse ?uri.
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"4","0.0","¿Quién es el anfitrión de los especiales de la BBC Wildlife?",,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . }",,"0.0","0.0","0.0","0.0","0.0","0.0"
"5","0.9629629629629629","¿Cuanto costo Pulp Fiction?","""¿Cuanto cost� Pulp Fiction?""","SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ","select  ?o    
{
    <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"6","0.0","¿En qué ciudad esta la fábrica de cerveza Heineken?",,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . }",,"0.0","0.0","0.0","0.0","0.0","0.0"
"7","0.0","¿Cuándo comenzó la operación Overlord?",,"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"8","0.0","¿En que ciudad termina la ruta Chilena 68?",,"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"9","0.851063829787234","¿Quien desarrolló Slack?","""¿Qué desarrollar Slack?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . }","select  ?s    
{
   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Slack_(software)> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"10","0.0","¿Quién estuvo casado con el presidente Chirac?",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri
WHERE { 
         res:Jacques_Chirac dbo:spouse ?uri .
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"11","0.7407407407407407","¿De qué murió Bruce Carver?","""¿De qué muri� Richard Gere?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Bruce_Carver dbo:deathCause ?uri .     
}","select  ?o    
{
    <http://dbpedia.org/resource/Richard_Gere> <http://dbpedia.org/ontology/deathCause>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"12","0.8","¿Quién pintó el Cristo en la tormenta en el lago de Galilea?","""¿Qué pintar La tormenta en el mar de Galilea?""","PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:The_Storm_on_the_Sea_of_Galilee dbp:artist ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/The_Storm_on_the_Sea_of_Galilee> <http://dbpedia.org/property/artist>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"13","0.7222222222222222","¿Por qué ciudades pasa el río Weser?","""¿Por qué ciudades abrevia The Tiger?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?uri . } ","select  ?s    
{
   ?s <http://dbpedia.org/ontology/abbreviation>  'The Tiger'@en    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"14","0.0","¿Cuántos asientos tiene el estadio del FC Porto?",,"SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/FC_Porto> <http://dbpedia.org/ontology/ground> ?x . ?x <http://dbpedia.org/ontology/seatingCapacity> ?n . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"15","0.0","¿Con quién está casada la hija de Robert Kennedy?",,"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Robert_F._Kennedy> <http://dbpedia.org/ontology/child> ?child .  ?child <http://dbpedia.org/ontology/spouse> ?uri . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"16","0.0","¿Qué libros de Kerouac han sido publicados por Viking Press?",,"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> .  ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"17","0.9285714285714286","¿Cómo de alta es Amazon Eve?","""¿Cómo in alta es Amazon Eve?""","SELECT DISTINCT ?height WHERE {  <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/height> ?height . } ","select  ?o    
{
    <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/height>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"18","0.717948717948718","¿En qué museo está expuesto el Grito de Munch?","""¿En qué museos exhibit El grito?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
       res:The_Scream dbo:museum ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/The_Scream> <http://dbpedia.org/ontology/museum>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"19","0.8636363636363636","¿Quen escribió el libro Los pilares de la Tierra?","""¿Qué escribir Los pilares de la Tierra?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:The_Pillars_of_the_Earth dbo:author ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"20","0.0","¿Está James Bond casado?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:James_Bond dbo:spouse ?uri . 
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"21","0.9090909090909091","¿Quién descubrió Ceres?","""¿Qué descubrir Ceres?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?uri . }","select  ?o    
{
    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"22","0.717948717948718","¿Por qué río cruza la Brooklyn Bridge?","""¿Por qué r�os cruzar Puente de Brooklyn?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Brooklyn_Bridge dbo:crosses ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/crosses>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"23","0.0","¿Quién era llamado Frank The Tank?",,"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbp:nickname 'Frank The Tank'@en . 
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"24","0.8266666666666667","¿Cuál es el país más grande del mundo?","""¿Cuál es estadio m�s grande de Mundo?""","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/areaTotal> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/World> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 
} ORDER BY DESC(?num) LIMIT 1","0.0","0.0","0.0","0.0","0.0","0.0"
"25","0.7666666666666667","¿Quién es el alcalde de París?","""¿Cuáles son alcaldes de París?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?uri . }","select  ?o    
{
    <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/leaderName>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"26","0.0","¿Quién es el entrenador del equipo de hockey sobre hielo de Ankara?",,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Ankara> . ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Turkish_Ice_Hockey_First_League> . ?x <http://dbpedia.org/ontology/coach> ?uri . }",,"0.0","0.0","0.0","0.0","0.0","0.0"
"27","0.0","¿Quien es el alcalde de la capital de la Polinesia Francesa?",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        res:French_Polynesia dbo:capital ?x .
        ?x dbo:mayor ?uri .
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"28","0.891566265060241","¿Qué premios ha ganado Douglas Hofstadter?","""¿En qué premios ganar Douglas Hofstadter?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Douglas_Hofstadter dbo:award ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Douglas_Hofstadter> <http://dbpedia.org/ontology/award>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"29","0.0","¿Cuánto cuesta la película de Lego?",,"SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?n . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"30","0.9411764705882353","¿Dónde empieza Piccadilly?","""¿Dónde empez� Piccadilly?""","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Piccadilly>. } ","select  ?s    
{
   ?s <http://dbpedia.org/ontology/routeStart>  <http://dbpedia.org/resource/Piccadilly> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"31","0.0","¿Tienen el príncipe Harry y el prínciple William la misma madre?",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE { 
        <http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge> dbo:parent ?x . 
        <http://dbpedia.org/resource/Prince_Harry> dbo:parent ?x .
}",,"0.0","0.0","0.0","0.0","0.0","0.0"
"32","0.7733333333333333","¿Quien actuó como el agente Smith en Matrix?","""¿Quién actu� como Agente Smith?""","PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Agent_Smith dbp:portrayer ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Agent_Smith> <http://dbpedia.org/property/portrayer>  ?o .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
"33","0.0","¿Cuántos idiomas se hablan en Turkmenistán?",,"SELECT (COUNT(DISTINCT ?x) as ?c) WHERE {  <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language> ?x . } ",,"0.0","0.0","0.0","0.0","0.0","0.0"
"34","0.7608695652173914","¿En qué películas actúan Julia Roberts y Richard Gere?","""¿En qué pel�cula actuado Richard Gere?""","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Gere> . } ","select  ?s    
{
   ?s <http://dbpedia.org/ontology/starring>  <http://dbpedia.org/resource/Richard_Gere> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}","0.0","0.0","0.0","0.0","0.0","0.0"
