"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"journal-12","noun","journal","journal",,"NounPPFrame","range","domain","1","dbo:abbreviation","owl:Thing","xsd:string","0.97637275619888","dbo:abbreviation","1-gram"
"of_University_of_Cambridge-16","noun","of University of Cambridge","of University of Cambridge",,"NounPPFrame","range","domain","1","dbo:abbreviation","owl:Thing","xsd:string","0.74766717941884","dbo:abbreviation","5-gram"
"University_of_Cambridge-17","noun","University of Cambridge","University of Cambridge",,"NounPPFrame","range","domain","1","dbo:abbreviation","owl:Thing","xsd:string","0.71754730985241","dbo:abbreviation","4-gram"
"University_of_Cambridge-18","noun","University of Cambridge","University of Cambridge",,"NounPPFrame","range","domain","1","dbo:abbreviation","owl:Thing","xsd:string","0.708288246974829","dbo:abbreviation","3-gram"
"Journal-19","noun","Journal","Journal",,"NounPPFrame","range","domain","1","dbo:abbreviation","owl:Thing","xsd:string","0.697214363246054","dbo:abbreviation","1-gram"
"of_Cambridge-21","noun","of Cambridge","of Cambridge",,"NounPPFrame","range","domain","1","dbo:abbreviation","owl:Thing","xsd:string","0.690796948587756","dbo:abbreviation","2-gram"
"Minister-68","noun","Minister","Minister",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.773859604018864","dbo:activeYearsEndDate","1-gram"
"Governor-69","noun","Governor","Governor",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.758553363187452","dbo:activeYearsEndDate","1-gram"
"Governor_of-70","noun","Governor of","Governor of",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.736021726294658","dbo:activeYearsEndDate","2-gram"
"politician-71","noun","politician","politician",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.728838194092446","dbo:activeYearsEndDate","1-gram"
"Prime-72","noun","Prime","Prime",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.721301877820079","dbo:activeYearsEndDate","1-gram"
"Prime_Minister-73","noun","Prime Minister","Prime Minister",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.720318410238898","dbo:activeYearsEndDate","2-gram"
"Minister_of-74","noun","Minister of","Minister of",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.70567812915999","dbo:activeYearsEndDate","2-gram"
"politician-75","noun","politician","politician",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.694107386325975","dbo:activeYearsEndDate","1-gram"
"Representative-77","noun","Representative","Representative",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.689452646923252","dbo:activeYearsEndDate","1-gram"
"President-78","noun","President","President",,"NounPPFrame","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","0.67498968338079","dbo:activeYearsEndDate","1-gram"
"station-111","noun","station","station",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.8078355453123","dbo:address","1-gram"
"restaurant-112","noun","restaurant","restaurant",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.794405820740976","dbo:address","1-gram"
"school-113","noun","school","school",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.787470219512157","dbo:address","1-gram"
"School-114","noun","School","School",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.759349886452809","dbo:address","1-gram"
"Theatre-115","noun","Theatre","Theatre",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.733854661399543","dbo:address","1-gram"
"station-116","noun","station","station",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.716027818430692","dbo:address","1-gram"
"theatre-117","noun","theatre","theatre",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.710395719016518","dbo:address","1-gram"
"Theatre-118","noun","Theatre","Theatre",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.674018601574776","dbo:address","1-gram"
"shopping-119","noun","shopping","shopping",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.670811011732312","dbo:address","1-gram"
"theater-120","noun","theater","theater",,"NounPPFrame","range","domain","1","dbo:address","dbo:ArchitecturalStructure","xsd:string","0.666750666751","dbo:address","1-gram"
