"""http://localhost:8080#Big_Hero-45603~5710""","""Give me all Big Hero  San Francisco.""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5711""","""List all the Big Hero  San Francisco.""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5712""","""show me all Big Hero  San Francisco.""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5713""","""What are the Big Hero  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5714""","""What is the Big Hero  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5715""","""What was the Big Hero  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5716""","""What were the Big Hero  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5718""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West is the Big Hero  which person?""","""select  ?s    {   ?s <http://dbpedia.org/property/nickname>  The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en .    }""","""http://dbpedia.org/resource/San_Francisco""","""San Francisco""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5719""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West was the Big Hero  which person?""","""select  ?s    {   ?s <http://dbpedia.org/property/nickname>  The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en .    }""","""http://dbpedia.org/resource/San_Francisco""","""San Francisco""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5721""","""How many Big Hero does San Francisco have?""","""select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?objOfProp .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Big_Hero-45603~5723""","""the Big Hero  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
