"""http://localhost:8080#designation-2133~8410""","""Give me all designation  Ceres dwarf planet.""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8411""","""List all the designation  Ceres dwarf planet.""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8412""","""show me all designation  Ceres dwarf planet.""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8413""","""which person is the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8414""","""which person was the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8415""","""which persons are the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8416""","""which persons were the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8417""","""Who are the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8418""","""Who is the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8419""","""Who was the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8420""","""Who were the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8422""","""Giuseppe Piazzi is the designation  which plant?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/discoverer>  <http://dbpedia.org/resource/Giuseppe_Piazzi> .    }""","""http://dbpedia.org/resource/Ceres_(dwarf_planet)""","""Ceres (dwarf planet)""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8423""","""Giuseppe Piazzi was the designation  which plant?""","""select  ?s    {   ?s <http://dbpedia.org/ontology/discoverer>  <http://dbpedia.org/resource/Giuseppe_Piazzi> .    }""","""http://dbpedia.org/resource/Ceres_(dwarf_planet)""","""Ceres (dwarf planet)""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8425""","""How many designation does Ceres dwarf planet have?""","""select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?objOfProp .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
"""http://localhost:8080#designation-2133~8427""","""the designation  Ceres dwarf planet?""","""select  ?o    {    <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer>  ?o .    }""","""http://dbpedia.org/resource/Giuseppe_Piazzi""","""Giuseppe Piazzi""","""NPP""","""single"""
