"""http://localhost:8080#Division_I-45612~8581""","""Give me all Division I  San Francisco.""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8582""","""List all the Division I  San Francisco.""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8583""","""show me all Division I  San Francisco.""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8584""","""What are the Division I  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8585""","""What is the Division I  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8586""","""What was the Division I  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8587""","""What were the Division I  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8589""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West is the Division I  which person?""","""select  ?s    {   ?s <http://dbpedia.org/property/nickname>  The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en .    }""","""http://dbpedia.org/resource/San_Francisco""","""San Francisco""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8590""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West was the Division I  which person?""","""select  ?s    {   ?s <http://dbpedia.org/property/nickname>  The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en .    }""","""http://dbpedia.org/resource/San_Francisco""","""San Francisco""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8592""","""How many Division I does San Francisco have?""","""select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?objOfProp .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
"""http://localhost:8080#Division_I-45612~8594""","""the Division I  San Francisco?""","""select  ?o    {    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    }""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West@en""","""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""","""NPP""","""single"""
