"0","0.0","When was the Battle of Gettysburg?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?date WHERE {        res:Battle_of_Gettysburg dbo:date ?date .}","","[""1863-07-03""^^xsd:date]","[]"
"1","0.0","List all the musicals with music by Elton John.","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uriWHERE {         ?uri rdf:type dbo:Musical .        ?uri dbo:musicBy res:Elton_John .}","","[<http://dbpedia.org/resource/Aida_musical>, <http://dbpedia.org/resource/The_Lion_King_musical>, <http://dbpedia.org/resource/Billy_Elliot_the_Musical>, <http://dbpedia.org/resource/Lestat_musical>]","[]"
"2","0.0","How high is the lighthouse in Colombo?","","SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ","","[""29.0""^^xsd:double]","[]"
"3","0.0","Who was the wife of U.S. president Lincoln?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:Abraham_Lincoln dbo:spouse ?uri.}","","[<http://dbpedia.org/resource/Mary_Todd_Lincoln>]","[]"
"4","0.6363636363636364","Who is the host of the BBC Wildlife Specials?","""Who is the Awards  BBC Wildlife Specials?""","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter>  ?o .    }""","[<http://dbpedia.org/resource/David_Attenborough>]","[<http://dbpedia.org/resource/David_Attenborough>]"
"5","0.0","How much did Pulp Fiction cost?","","SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ","","[""8500000.0""^^<http://dbpedia.org/datatype/usDollar>]","[]"
"6","0.0","In what city is the Heineken brewery?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . }","","[<http://dbpedia.org/resource/Amsterdam>]","[]"
"7","0.0","When did Operation Overlord commence?","","SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ","","[""1944-08-25""^^xsd:date]","[]"
"8","0.6153846153846154","In which city does the Chile Route 68 end?","""which city was the highway in  Chile Route 68?""","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ","""select  ?o    {    <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    }""","[<http://dbpedia.org/resource/Valpara%C3%ADso>]","[<http://dbpedia.org/resource/Valpara%C3%ADso>]"
"9","0.0","Who developed Slack?","","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . }","","[http://dbpedia.org/resource/Slack_Technologies]","[]"
"10","0.0","Who was married to president Chirac?","","PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uriWHERE {          res:Jacques_Chirac dbo:spouse ?uri .}","","[<http://dbpedia.org/resource/Bernadette_Chirac>]","[]"
"11","0.0","What did Bruce Carver die from?","","PREFIX res: <http://dbpedia.org/resource/>PREFIX dbo: <http://dbpedia.org/ontology/>SELECT DISTINCT ?uriWHERE {        res:Bruce_Carver dbo:deathCause ?uri .     }","","[<http://dbpedia.org/resource/Cancer>]","[]"
"12","0.6666666666666666","Who painted The Storm on the Sea of Galilee?","""Who is the song  The Storm on the Sea of Galilee?""","PREFIX dbp: <http://dbpedia.org/property/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:The_Storm_on_the_Sea_of_Galilee dbp:artist ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/The_Storm_on_the_Sea_of_Galilee> <http://dbpedia.org/property/artist>  ?o .    }""","[<http://dbpedia.org/resource/Rembrandt>]","[<http://dbpedia.org/resource/Rembrandt>]"
"13","0.0","Which cities does the Weser flow through?","","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city> ?uri . } ","","[<http://dbpedia.org/resource/Bremen>, <http://dbpedia.org/resource/Bremerhaven>, <http://dbpedia.org/resource/Fulda_river>, <http://dbpedia.org/resource/Hamelin>, <http://dbpedia.org/resource/Hann._M%C3%BCnden>, <http://dbpedia.org/resource/Kassel>, <http://dbpedia.org/resource/Minden>]","[]"
"14","0.0","How many seats does the home stadium of FC Porto have?","","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/FC_Porto> <http://dbpedia.org/ontology/ground> ?x . ?x <http://dbpedia.org/ontology/seatingCapacity> ?n . } ","","[]","[]"
"15","0.0","Who is the daughter of Robert Kennedy married to?","","SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Robert_F._Kennedy> <http://dbpedia.org/ontology/child> ?child .  ?child <http://dbpedia.org/ontology/spouse> ?uri . } ","","[<http://dbpedia.org/resource/Andrew_Cuomo>]","[]"
"16","0.0","Which books by Kerouac were published by Viking Press?","","SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> .  ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . } ","","[<http://dbpedia.org/resource/Book_of_Haikus>, <http://dbpedia.org/resource/Orpheus_Emerged>, <http://dbpedia.org/resource/Old_Angel_Midnight>, <http://dbpedia.org/resource/Beat_Generation_play>, <http://dbpedia.org/resource/The_Subterraneans>, <http://dbpedia.org/resource/Atop_an_Underwood:_Early_Stories_and_Other_Writings>, <http://dbpedia.org/resource/The_Sea_is_My_Brother>, <http://dbpedia.org/resource/Good_Blonde_&_Others>, <http://dbpedia.org/resource/Scattered_Poems>, <http://dbpedia.org/resource/Tristessa>, <http://dbpedia.org/resource/Book_of_Dreams_novel>, <http://dbpedia.org/resource/Book_of_Sketches>, <http://dbpedia.org/resource/Lonesome_Traveler>, <http://dbpedia.org/resource/Door_Wide_Open>, <http://dbpedia.org/resource/On_the_Road>, <http://dbpedia.org/resource/The_Dharma_Bums>, <http://dbpedia.org/resource/Desolation_Angels_novel>, <http://dbpedia.org/resource/And_the_Hippos_Were_Boiled_in_Their_Tanks>, <http://dbpedia.org/resource/Visions_of_Gerard>, <http://dbpedia.org/resource/Visions_of_Cody>, <http://dbpedia.org/resource/Big_Sur_novel>, <http://dbpedia.org/resource/Doctor_Sax>, <http://dbpedia.org/resource/Maggie_Cassidy>, <http://dbpedia.org/resource/Satori_in_Paris>, <http://dbpedia.org/resource/The_Town_and_the_City>, <http://dbpedia.org/resource/Mexico_City_Blues>, <http://dbpedia.org/resource/Pic_novel>, <http://dbpedia.org/resource/Vanity_of_Duluoz>, <http://dbpedia.org/resource/References_in_On_the_Road>]","[]"
"17","0.0","How tall is Amazon Eve?","","SELECT DISTINCT ?height WHERE {  <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/height> ?height . } ","","[""2.02""^^xsd:double]","[]"
"18","0.5454545454545454","Which museum exhibits The Scream by Munch?","""which museum is the painting by  The Scream?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {       res:The_Scream dbo:museum ?uri .}","""select  ?o    {    <http://dbpedia.org/resource/The_Scream> <http://dbpedia.org/ontology/museum>  ?o .    }""","[<http://dbpedia.org/resource/National_Gallery_Norway>]","[<http://dbpedia.org/resource/National_Gallery_(Norway)>]"
"19","0.0","Who wrote the book Les Piliers de la terre?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uri WHERE {	res:The_Pillars_of_the_Earth dbo:author ?uri .}","","[<http://dbpedia.org/resource/Ken_Follett>]","[]"
"20","0.0","Is James Bond married?","","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>ASK WHERE {        res:James_Bond dbo:spouse ?uri . }","","[true]","[]"
"21","0.0","Who discovered Ceres?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?uri . }","","[<http://dbpedia.org/resource/Giuseppe_Piazzi>]","[]"
"22","0.6","Which river does the Brooklyn Bridge cross?","""which river is the The bridge  Brooklyn Bridge?""","PREFIX dbo: <http://dbpedia.org/ontology/>PREFIX res: <http://dbpedia.org/resource/>SELECT DISTINCT ?uriWHERE {               res:Brooklyn_Bridge dbo:crosses ?uri . }","""select  ?o    {    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/crosses>  ?o .    }""","[<http://dbpedia.org/resource/East_River>]","[<http://dbpedia.org/resource/East_River>]"
"23","0.0","Who was called Frank The Tank?","","PREFIX dbp: <http://dbpedia.org/property/> SELECT DISTINCT ?uri WHERE {         ?uri dbp:nickname 'Frank The Tank'@en . }","","[<http://dbpedia.org/resource/Frank_Young_basketball>]","[]"
"24","0.6","What is the largest country in the world?","""What is the country in  Suriname?""","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/areaTotal> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","""select  ?o    {    <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage>  ?o .    }""","[]","[<http://dbpedia.org/resource/Dutch_language>]"
"25","0.0","Who is the mayor of Paris?","","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?uri . }","","[<http://dbpedia.org/resource/Anne_Hidalgo>]","[]"
